Close,date,tweet_count
2587.840087890625,2017-11-03,20
2591.1298828125,2017-11-06,7
2590.639892578125,2017-11-07,11
2594.3798828125,2017-11-08,12
2584.6201171875,2017-11-09,4
2582.300048828125,2017-11-10,9
2584.840087890625,2017-11-13,4
2578.8701171875,2017-11-14,8
2564.6201171875,2017-11-15,15
2585.639892578125,2017-11-16,7
2578.85009765625,2017-11-17,7
2582.139892578125,2017-11-20,4
2599.030029296875,2017-11-21,2
2597.080078125,2017-11-22,11
2602.419921875,2017-11-24,10
2601.419921875,2017-11-27,4
2627.0400390625,2017-11-28,15
2626.070068359375,2017-11-29,20
2647.580078125,2017-11-30,15
2642.219970703125,2017-12-01,9
2639.43994140625,2017-12-04,4
2629.570068359375,2017-12-05,2
2629.27001953125,2017-12-06,5
2636.97998046875,2017-12-07,9
2651.5,2017-12-08,8
2659.989990234375,2017-12-11,1
2664.110107421875,2017-12-12,5
2662.85009765625,2017-12-13,5
2652.010009765625,2017-12-14,7
2675.81005859375,2017-12-15,4
2690.159912109375,2017-12-18,13
2681.469970703125,2017-12-19,5
2679.25,2017-12-20,6
2684.570068359375,2017-12-21,5
2683.340087890625,2017-12-22,11
2680.5,2017-12-26,3
2682.6201171875,2017-12-27,2
2687.5400390625,2017-12-28,11
2673.610107421875,2017-12-29,8
2695.81005859375,2018-01-02,13
2713.06005859375,2018-01-03,4
2723.989990234375,2018-01-04,10
2743.14990234375,2018-01-05,6
2747.7099609375,2018-01-08,7
2751.2900390625,2018-01-09,5
2748.22998046875,2018-01-10,10
2767.56005859375,2018-01-11,8
2786.239990234375,2018-01-12,14
2776.419921875,2018-01-16,17
2802.56005859375,2018-01-17,5
2798.030029296875,2018-01-18,12
2810.300048828125,2018-01-19,6
2832.969970703125,2018-01-22,4
2839.1298828125,2018-01-23,6
2837.5400390625,2018-01-24,5
2839.25,2018-01-25,4
2872.8701171875,2018-01-26,7
2853.530029296875,2018-01-29,1
2823.81005859375,2018-01-31,1
2821.97998046875,2018-02-01,3
2762.1298828125,2018-02-02,6
2648.93994140625,2018-02-05,7
2695.139892578125,2018-02-06,5
2681.659912109375,2018-02-07,7
2581.0,2018-02-08,5
2619.550048828125,2018-02-09,4
2656.0,2018-02-12,3
2662.93994140625,2018-02-13,2
2698.6298828125,2018-02-14,4
2731.199951171875,2018-02-15,7
2732.219970703125,2018-02-16,3
2716.260009765625,2018-02-20,13
2701.330078125,2018-02-21,8
2703.9599609375,2018-02-22,10
2747.300048828125,2018-02-23,10
2744.280029296875,2018-02-27,8
2713.830078125,2018-02-28,10
2677.669921875,2018-03-01,6
2691.25,2018-03-02,13
2720.93994140625,2018-03-05,6
2728.1201171875,2018-03-06,8
2726.800048828125,2018-03-07,6
2738.969970703125,2018-03-08,5
2786.570068359375,2018-03-09,5
2783.02001953125,2018-03-12,6
2765.31005859375,2018-03-13,8
2749.47998046875,2018-03-14,10
2747.330078125,2018-03-15,6
2752.010009765625,2018-03-16,4
2712.919921875,2018-03-19,3
2716.93994140625,2018-03-20,2
2711.929931640625,2018-03-21,7
2643.68994140625,2018-03-22,8
2588.260009765625,2018-03-23,6
2658.550048828125,2018-03-26,4
2612.6201171875,2018-03-27,3
2605.0,2018-03-28,9
2640.8701171875,2018-03-29,4
2581.8798828125,2018-04-02,9
2614.449951171875,2018-04-03,13
2644.68994140625,2018-04-04,6
2662.840087890625,2018-04-05,4
2604.469970703125,2018-04-06,7
2613.159912109375,2018-04-09,5
2656.8701171875,2018-04-10,6
2642.18994140625,2018-04-11,11
2663.989990234375,2018-04-12,10
2656.300048828125,2018-04-13,6
2677.840087890625,2018-04-16,2
2706.389892578125,2018-04-17,24
2708.639892578125,2018-04-18,17
2693.1298828125,2018-04-19,14
2670.139892578125,2018-04-20,9
2670.2900390625,2018-04-23,4
2634.56005859375,2018-04-24,10
2639.39990234375,2018-04-25,7
2666.93994140625,2018-04-26,3
2669.909912109375,2018-04-27,11
2648.050048828125,2018-04-30,10
2654.800048828125,2018-05-01,7
2635.669921875,2018-05-02,7
2629.72998046875,2018-05-03,9
2663.419921875,2018-05-04,10
2672.6298828125,2018-05-07,11
2671.919921875,2018-05-08,7
2697.7900390625,2018-05-09,8
2723.070068359375,2018-05-10,5
2727.719970703125,2018-05-11,5
2730.1298828125,2018-05-14,7
2711.449951171875,2018-05-15,9
2722.4599609375,2018-05-16,10
2720.1298828125,2018-05-17,11
2712.969970703125,2018-05-18,11
2733.010009765625,2018-05-21,10
2724.43994140625,2018-05-22,2
2733.2900390625,2018-05-23,17
2727.760009765625,2018-05-24,11
2721.330078125,2018-05-25,18
2689.860107421875,2018-05-29,7
2724.010009765625,2018-05-30,10
2705.27001953125,2018-05-31,16
2734.6201171875,2018-06-01,6
2746.8701171875,2018-06-04,12
2748.800048828125,2018-06-05,18
2772.35009765625,2018-06-06,18
2770.3701171875,2018-06-07,20
2779.030029296875,2018-06-08,6
2782.0,2018-06-11,11
2786.85009765625,2018-06-12,12
2775.6298828125,2018-06-13,17
2782.489990234375,2018-06-14,7
2779.659912109375,2018-06-15,19
2773.75,2018-06-18,12
2762.590087890625,2018-06-19,9
2767.320068359375,2018-06-20,16
2749.760009765625,2018-06-21,19
2754.8798828125,2018-06-22,15
2717.070068359375,2018-06-25,21
2723.06005859375,2018-06-26,12
2699.6298828125,2018-06-27,17
2716.31005859375,2018-06-28,14
2718.3701171875,2018-06-29,5
2726.7099609375,2018-07-02,3
2713.219970703125,2018-07-03,21
2736.610107421875,2018-07-05,6
2759.820068359375,2018-07-06,6
2784.169921875,2018-07-09,7
2793.840087890625,2018-07-10,18
2774.02001953125,2018-07-11,18
2798.2900390625,2018-07-12,10
2801.31005859375,2018-07-13,4
2798.429931640625,2018-07-16,12
2809.550048828125,2018-07-17,5
2815.6201171875,2018-07-18,15
2804.489990234375,2018-07-19,13
2801.830078125,2018-07-20,14
2806.97998046875,2018-07-23,10
2820.39990234375,2018-07-24,16
2846.070068359375,2018-07-25,15
2837.43994140625,2018-07-26,12
2818.820068359375,2018-07-27,16
2802.60009765625,2018-07-30,14
2816.2900390625,2018-07-31,19
2813.360107421875,2018-08-01,14
2827.219970703125,2018-08-02,13
2840.35009765625,2018-08-03,10
2850.39990234375,2018-08-06,10
2858.449951171875,2018-08-07,4
2857.699951171875,2018-08-08,10
2853.580078125,2018-08-09,6
2833.280029296875,2018-08-10,8
2821.929931640625,2018-08-13,14
2839.9599609375,2018-08-14,17
2818.3701171875,2018-08-15,17
2840.68994140625,2018-08-16,17
2850.1298828125,2018-08-17,18
2857.050048828125,2018-08-20,9
2862.9599609375,2018-08-21,13
2861.820068359375,2018-08-22,13
2856.97998046875,2018-08-23,13
2874.68994140625,2018-08-24,13
2896.739990234375,2018-08-27,10
2897.52001953125,2018-08-28,10
2914.0400390625,2018-08-29,24
2901.1298828125,2018-08-30,18
2901.52001953125,2018-08-31,4
2896.719970703125,2018-09-04,12
2888.60009765625,2018-09-05,15
2878.050048828125,2018-09-06,8
2871.679931640625,2018-09-07,9
2877.1298828125,2018-09-10,23
2887.889892578125,2018-09-11,11
2888.919921875,2018-09-12,13
2904.179931640625,2018-09-13,17
2904.97998046875,2018-09-14,30
2888.800048828125,2018-09-17,30
2904.31005859375,2018-09-18,12
2907.949951171875,2018-09-19,9
2930.75,2018-09-20,14
2929.669921875,2018-09-21,25
2919.3701171875,2018-09-24,10
2915.56005859375,2018-09-25,15
2905.969970703125,2018-09-26,14
2914.0,2018-09-27,1
2924.590087890625,2018-10-01,5
2923.429931640625,2018-10-02,11
2925.510009765625,2018-10-03,16
2901.610107421875,2018-10-04,12
2885.570068359375,2018-10-05,10
2884.429931640625,2018-10-08,8
2880.340087890625,2018-10-09,18
2785.679931640625,2018-10-10,23
2728.3701171875,2018-10-11,11
2767.1298828125,2018-10-12,12
2750.7900390625,2018-10-15,9
2809.919921875,2018-10-16,19
2809.2099609375,2018-10-17,23
2768.780029296875,2018-10-18,14
2767.780029296875,2018-10-19,11
2755.8798828125,2018-10-22,14
2740.68994140625,2018-10-23,15
2656.10009765625,2018-10-24,7
2705.570068359375,2018-10-25,18
2658.68994140625,2018-10-26,11
2641.25,2018-10-29,7
2682.6298828125,2018-10-30,24
2711.739990234375,2018-10-31,15
2740.3701171875,2018-11-01,12
2723.06005859375,2018-11-02,10
2738.31005859375,2018-11-05,17
2755.449951171875,2018-11-06,35
2813.889892578125,2018-11-07,14
2806.830078125,2018-11-08,2
2781.010009765625,2018-11-09,12
2726.219970703125,2018-11-12,9
2722.179931640625,2018-11-13,14
2701.580078125,2018-11-14,5
2730.199951171875,2018-11-15,9
2736.27001953125,2018-11-16,4
2690.72998046875,2018-11-19,7
2641.889892578125,2018-11-20,3
2649.929931640625,2018-11-21,13
2632.56005859375,2018-11-23,5
2673.449951171875,2018-11-26,10
2682.169921875,2018-11-27,9
2743.7900390625,2018-11-28,15
2737.800048828125,2018-11-29,14
2760.169921875,2018-11-30,11
2790.3701171875,2018-12-03,12
2700.06005859375,2018-12-04,10
2695.949951171875,2018-12-06,4
2633.080078125,2018-12-07,23
2637.719970703125,2018-12-10,3
2636.780029296875,2018-12-11,13
2651.070068359375,2018-12-12,3
2650.5400390625,2018-12-13,13
2599.949951171875,2018-12-14,7
2545.93994140625,2018-12-17,6
2546.159912109375,2018-12-18,11
2506.9599609375,2018-12-19,13
2467.419921875,2018-12-20,17
2416.6201171875,2018-12-21,20
2351.10009765625,2018-12-24,18
2467.699951171875,2018-12-26,1
2488.830078125,2018-12-27,12
2485.739990234375,2018-12-28,5
2506.85009765625,2018-12-31,12
2510.030029296875,2019-01-02,3
2447.889892578125,2019-01-03,9
2531.93994140625,2019-01-04,7
2549.68994140625,2019-01-07,6
2574.409912109375,2019-01-08,5
2584.9599609375,2019-01-09,7
2596.639892578125,2019-01-10,17
2596.260009765625,2019-01-11,14
2582.610107421875,2019-01-14,25
2610.300048828125,2019-01-15,19
2616.10009765625,2019-01-16,2
2635.9599609375,2019-01-17,3
2670.7099609375,2019-01-18,15
2632.89990234375,2019-01-22,13
2638.699951171875,2019-01-23,8
2642.330078125,2019-01-24,10
2664.760009765625,2019-01-25,4
2643.85009765625,2019-01-28,7
2640.0,2019-01-29,3
2681.050048828125,2019-01-30,12
2704.10009765625,2019-01-31,17
2706.530029296875,2019-02-01,12
2724.8701171875,2019-02-04,1
2737.699951171875,2019-02-05,4
2731.610107421875,2019-02-06,4
2706.050048828125,2019-02-07,6
2707.8798828125,2019-02-08,10
2709.800048828125,2019-02-11,9
2744.72998046875,2019-02-12,8
2753.030029296875,2019-02-13,9
2745.72998046875,2019-02-14,9
2775.60009765625,2019-02-15,6
2779.760009765625,2019-02-19,16
2784.699951171875,2019-02-20,10
2774.8798828125,2019-02-21,5
2792.669921875,2019-02-22,8
2796.110107421875,2019-02-25,17
2793.89990234375,2019-02-26,4
2792.3798828125,2019-02-27,14
2784.489990234375,2019-02-28,2
2803.68994140625,2019-03-01,15
2792.81005859375,2019-03-04,16
2789.64990234375,2019-03-05,18
2771.449951171875,2019-03-06,13
2748.929931640625,2019-03-07,5
2743.070068359375,2019-03-08,34
2783.300048828125,2019-03-11,15
2791.52001953125,2019-03-12,6
2810.919921875,2019-03-13,36
2808.47998046875,2019-03-14,13
2822.47998046875,2019-03-15,13
2832.93994140625,2019-03-18,13
2832.570068359375,2019-03-19,11
2824.22998046875,2019-03-20,11
2854.8798828125,2019-03-21,7
2800.7099609375,2019-03-22,15
2798.360107421875,2019-03-25,9
2818.4599609375,2019-03-26,16
2805.3701171875,2019-03-27,11
2815.43994140625,2019-03-28,13
2834.39990234375,2019-03-29,13
2867.18994140625,2019-04-01,8
2867.239990234375,2019-04-02,17
2873.39990234375,2019-04-03,4
2879.389892578125,2019-04-04,10
2892.739990234375,2019-04-05,20
2895.77001953125,2019-04-08,10
2878.199951171875,2019-04-09,17
2888.2099609375,2019-04-10,12
2888.320068359375,2019-04-11,11
2907.409912109375,2019-04-12,14
2905.580078125,2019-04-15,21
2907.06005859375,2019-04-16,6
2900.449951171875,2019-04-17,11
2905.030029296875,2019-04-18,20
2907.969970703125,2019-04-22,42
2933.679931640625,2019-04-23,19
2927.25,2019-04-24,17
2926.169921875,2019-04-25,21
2939.8798828125,2019-04-26,12
2943.030029296875,2019-04-29,11
2945.830078125,2019-04-30,11
2923.72998046875,2019-05-01,68
2917.52001953125,2019-05-02,24
2945.639892578125,2019-05-03,21
2932.469970703125,2019-05-06,14
2884.050048828125,2019-05-07,3
2879.419921875,2019-05-08,38
2870.719970703125,2019-05-09,6
2881.39990234375,2019-05-10,41
2811.8701171875,2019-05-13,29
2834.409912109375,2019-05-14,16
2850.9599609375,2019-05-15,8
2876.320068359375,2019-05-16,10
2859.530029296875,2019-05-17,15
2840.22998046875,2019-05-20,19
2864.360107421875,2019-05-21,16
2856.27001953125,2019-05-22,35
2822.239990234375,2019-05-23,14
2826.06005859375,2019-05-24,28
2802.389892578125,2019-05-28,9
2783.02001953125,2019-05-29,8
2788.860107421875,2019-05-30,20
2752.06005859375,2019-05-31,15
2744.449951171875,2019-06-03,21
2803.27001953125,2019-06-04,7
2826.14990234375,2019-06-05,15
2843.489990234375,2019-06-06,11
2873.340087890625,2019-06-07,16
2886.72998046875,2019-06-10,17
2885.719970703125,2019-06-11,21
2879.840087890625,2019-06-12,9
2891.639892578125,2019-06-13,37
2886.97998046875,2019-06-14,14
2889.669921875,2019-06-17,9
2917.75,2019-06-18,16
2926.4599609375,2019-06-19,15
2954.179931640625,2019-06-20,6
2950.4599609375,2019-06-21,7
2945.35009765625,2019-06-24,15
2917.3798828125,2019-06-25,13
2913.780029296875,2019-06-26,45
2924.919921875,2019-06-27,11
2941.760009765625,2019-06-28,6
2964.330078125,2019-07-01,19
2973.010009765625,2019-07-02,16
2995.820068359375,2019-07-03,18
2990.409912109375,2019-07-05,38
2975.949951171875,2019-07-08,13
2979.6298828125,2019-07-09,14
2993.070068359375,2019-07-10,22
2999.909912109375,2019-07-11,32
3013.77001953125,2019-07-12,54
3014.300048828125,2019-07-15,18
3004.0400390625,2019-07-16,12
2984.419921875,2019-07-17,14
2995.110107421875,2019-07-18,14
2976.610107421875,2019-07-19,25
2985.030029296875,2019-07-22,21
3005.469970703125,2019-07-23,20
3019.56005859375,2019-07-24,34
3003.669921875,2019-07-25,26
3025.860107421875,2019-07-26,16
3020.969970703125,2019-07-29,24
3013.179931640625,2019-07-30,29
2980.3798828125,2019-07-31,19
2953.56005859375,2019-08-01,16
2932.050048828125,2019-08-02,13
2844.739990234375,2019-08-05,11
2881.77001953125,2019-08-06,18
2883.97998046875,2019-08-07,21
2938.090087890625,2019-08-08,18
2918.64990234375,2019-08-09,9
2882.699951171875,2019-08-12,19
2926.320068359375,2019-08-13,39
2840.60009765625,2019-08-14,25
2847.60009765625,2019-08-15,33
2888.679931640625,2019-08-16,25
2923.64990234375,2019-08-19,19
2900.510009765625,2019-08-20,35
2924.429931640625,2019-08-21,24
2922.949951171875,2019-08-22,12
2847.110107421875,2019-08-23,46
2878.3798828125,2019-08-26,13
2869.159912109375,2019-08-27,19
2887.93994140625,2019-08-28,15
2924.580078125,2019-08-29,15
2926.4599609375,2019-08-30,24
2906.27001953125,2019-09-03,22
2937.780029296875,2019-09-04,25
2976.0,2019-09-05,30
2978.7099609375,2019-09-06,26
2978.429931640625,2019-09-09,36
2979.389892578125,2019-09-10,26
3000.929931640625,2019-09-11,33
3009.570068359375,2019-09-12,26
3007.389892578125,2019-09-13,16
2997.9599609375,2019-09-16,31
3005.699951171875,2019-09-17,12
3006.72998046875,2019-09-18,43
3006.7900390625,2019-09-19,7
2992.070068359375,2019-09-20,16
2991.780029296875,2019-09-23,13
2966.60009765625,2019-09-24,20
2984.8701171875,2019-09-25,37
2977.6201171875,2019-09-26,55
2961.7900390625,2019-09-27,24
2976.739990234375,2019-09-30,35
2940.25,2019-10-01,30
2887.610107421875,2019-10-02,23
2910.6298828125,2019-10-03,42
2952.010009765625,2019-10-04,36
2938.7900390625,2019-10-07,26
2893.06005859375,2019-10-08,51
2919.39990234375,2019-10-09,49
2938.1298828125,2019-10-10,24
2970.27001953125,2019-10-11,52
2966.14990234375,2019-10-14,34
2995.679931640625,2019-10-15,15
2989.68994140625,2019-10-16,25
2997.949951171875,2019-10-17,32
2986.199951171875,2019-10-18,22
3006.719970703125,2019-10-21,18
2995.989990234375,2019-10-22,41
3004.52001953125,2019-10-23,47
3010.2900390625,2019-10-24,15
3022.550048828125,2019-10-25,42
3039.419921875,2019-10-28,14
3036.889892578125,2019-10-29,48
3046.77001953125,2019-10-30,34
3037.56005859375,2019-10-31,37
3066.909912109375,2019-11-01,37
3078.27001953125,2019-11-04,38
3074.6201171875,2019-11-05,40
3076.780029296875,2019-11-06,23
3085.179931640625,2019-11-07,19
3093.080078125,2019-11-08,6
3087.010009765625,2019-11-11,38
3091.840087890625,2019-11-12,14
3094.0400390625,2019-11-13,43
3096.6298828125,2019-11-14,34
3120.4599609375,2019-11-15,43
3122.030029296875,2019-11-18,14
3120.179931640625,2019-11-19,38
3108.4599609375,2019-11-20,37
3103.5400390625,2019-11-21,35
3110.2900390625,2019-11-22,30
3133.639892578125,2019-11-25,11
3140.52001953125,2019-11-26,25
3153.6298828125,2019-11-27,11
3140.97998046875,2019-11-29,3
3113.8701171875,2019-12-02,35
3093.199951171875,2019-12-03,33
3112.760009765625,2019-12-04,31
3117.429931640625,2019-12-05,25
3145.909912109375,2019-12-06,26
3135.9599609375,2019-12-09,18
3132.52001953125,2019-12-10,48
3141.6298828125,2019-12-11,78
3168.570068359375,2019-12-12,112
3168.800048828125,2019-12-13,30
3191.449951171875,2019-12-16,58
3192.52001953125,2019-12-17,17
3191.139892578125,2019-12-18,53
3205.3701171875,2019-12-19,81
3221.219970703125,2019-12-20,41
3224.010009765625,2019-12-23,28
3223.3798828125,2019-12-24,16
3239.909912109375,2019-12-26,21
3240.02001953125,2019-12-27,29
3221.2900390625,2019-12-30,3
3230.780029296875,2019-12-31,35
3257.85009765625,2020-01-02,17
3234.85009765625,2020-01-03,32
3246.280029296875,2020-01-06,8
3237.179931640625,2020-01-07,33
3253.050048828125,2020-01-08,2
3274.699951171875,2020-01-09,29
3265.35009765625,2020-01-10,39
3288.1298828125,2020-01-13,25
3283.14990234375,2020-01-14,7
3289.2900390625,2020-01-15,36
3316.81005859375,2020-01-16,20
3329.6201171875,2020-01-17,38
3320.7900390625,2020-01-21,11
3321.75,2020-01-22,144
3325.5400390625,2020-01-23,25
3295.469970703125,2020-01-24,62
3243.6298828125,2020-01-27,21
3276.239990234375,2020-01-28,53
3273.39990234375,2020-01-29,40
3283.659912109375,2020-01-30,40
3225.52001953125,2020-01-31,22
3248.919921875,2020-02-03,33
3297.590087890625,2020-02-04,54
3334.68994140625,2020-02-05,34
3345.780029296875,2020-02-06,10
3327.7099609375,2020-02-07,66
3352.090087890625,2020-02-10,13
3357.75,2020-02-11,33
3379.449951171875,2020-02-12,33
3373.93994140625,2020-02-13,9
3380.159912109375,2020-02-14,24
3370.2900390625,2020-02-18,43
3386.14990234375,2020-02-19,33
3373.22998046875,2020-02-20,38
3337.75,2020-02-21,33
3225.889892578125,2020-02-24,35
3128.2099609375,2020-02-25,23
3116.389892578125,2020-02-26,48
2978.760009765625,2020-02-27,7
2954.219970703125,2020-02-28,23
3090.22998046875,2020-03-02,61
3003.3701171875,2020-03-03,25
3130.1201171875,2020-03-04,46
3023.93994140625,2020-03-05,28
2972.3701171875,2020-03-06,36
2746.56005859375,2020-03-09,35
2882.22998046875,2020-03-10,27
2741.3798828125,2020-03-11,29
2480.639892578125,2020-03-12,40
2711.02001953125,2020-03-13,25
2386.1298828125,2020-03-16,17
2529.18994140625,2020-03-17,49
2398.10009765625,2020-03-18,34
2409.389892578125,2020-03-19,14
2304.919921875,2020-03-20,56
2237.39990234375,2020-03-23,42
2447.330078125,2020-03-24,46
2475.56005859375,2020-03-25,31
2630.070068359375,2020-03-26,8
2541.469970703125,2020-03-27,22
2626.64990234375,2020-03-30,15
2584.590087890625,2020-03-31,24
2470.5,2020-04-01,7
2526.89990234375,2020-04-02,15
2488.64990234375,2020-04-03,15
2663.679931640625,2020-04-06,20
2659.409912109375,2020-04-07,19
2749.97998046875,2020-04-08,22
2789.820068359375,2020-04-09,8
2761.6298828125,2020-04-13,24
2846.06005859375,2020-04-14,16
2783.360107421875,2020-04-15,12
2799.550048828125,2020-04-16,7
2874.56005859375,2020-04-17,15
2823.159912109375,2020-04-20,11
2736.56005859375,2020-04-21,36
2799.31005859375,2020-04-22,22
2797.800048828125,2020-04-23,33
2836.739990234375,2020-04-24,30
2878.47998046875,2020-04-27,38
2863.389892578125,2020-04-28,22
