Date,number_of_tweets,avg_vader_sentiment_score
2013-08-28,33,0.3520151515151515
2013-08-29,44,0.14102045454545456
2013-08-30,38,0.16017105263157894
2013-08-31,15,-0.07990000000000001
2013-09-01,15,0.22022
2013-09-02,24,0.169825
2013-09-03,23,0.1500608695652174
2013-09-04,32,0.13999375
2013-09-05,44,0.07879318181818183
2013-09-06,20,-0.04014
2013-09-07,33,0.1886212121212121
2013-09-08,19,0.34937368421052634
2013-09-09,29,0.23453448275862068
2013-09-10,52,0.0955326923076923
2013-09-11,64,0.1711328125
2013-09-12,21,0.17569047619047617
2013-09-13,24,0.46852916666666666
2013-09-15,24,0.45944999999999997
2013-09-16,12,0.34674166666666667
2013-09-17,13,0.31716153846153844
2013-09-18,14,0.5395071428571429
2013-09-19,28,0.25622142857142854
2013-09-20,28,0.21235
2013-09-21,19,0.4844526315789473
2013-09-22,19,0.3626263157894737
2013-09-23,17,0.2689529411764706
2013-09-24,13,0.33203846153846156
2013-09-25,15,0.33580666666666664
2013-09-26,12,0.37335
2013-09-27,30,0.32266999999999996
2013-09-28,5,0.44894
2013-09-29,8,0.454975
2013-09-30,16,0.40234375
2013-10-01,21,0.20593809523809523
2013-10-02,16,0.08664374999999999
2013-10-03,29,0.07748620689655171
2013-10-04,17,0.21585882352941177
2013-10-05,3,0.6852666666666667
2013-10-06,1,0.7783
2013-10-07,18,0.19858888888888887
2013-10-08,18,0.1694888888888889
2013-10-09,16,0.25945625
2013-10-10,17,0.006676470588235291
2013-10-11,50,0.37732999999999994
2013-10-12,2,-0.03375
2013-10-13,4,0.7083250000000001
2013-10-14,22,0.3981727272727273
2013-10-15,9,0.39928888888888886
2013-10-16,14,0.4588285714285715
2013-10-17,16,0.468925
2013-10-18,67,0.13509253731343282
2013-10-19,10,-0.22297000000000003
2013-10-20,24,0.3349125
2013-10-21,18,0.32759444444444447
2013-10-22,8,0.47125
2013-10-23,19,0.23777894736842106
2013-10-24,10,0.5278400000000001
2013-10-25,12,0.2588833333333333
2013-10-26,11,-0.04007272727272728
2013-10-27,31,0.44308387096774193
2013-10-28,24,0.157575
2013-10-29,18,-0.1402
2013-10-30,13,0.11207692307692306
2013-10-31,20,0.273915
2013-11-01,8,0.54555
2013-11-02,2,-0.13749999999999998
2013-11-04,22,0.4273272727272727
2013-11-05,19,0.19357368421052631
2013-11-06,20,0.38378
2013-11-07,20,0.10824500000000001
2013-11-08,4,0.2909
2013-11-09,8,0.4267875
2013-11-11,18,0.4598277777777777
2013-11-12,17,0.39389411764705884
2013-11-13,9,-0.26676666666666665
2013-11-14,16,0.19689375
2013-11-15,18,0.41242222222222225
2013-11-16,9,0.39971111111111113
2013-11-17,5,-0.21234000000000003
2013-11-18,9,0.022199999999999998
2013-11-19,19,0.006521052631578948
2013-11-20,20,0.33532
2013-11-21,10,0.25575000000000003
2013-11-22,15,-0.16794666666666663
2013-11-23,4,-0.435125
2013-11-24,7,0.031128571428571433
2013-11-25,18,0.17760555555555554
2013-11-26,15,0.18492666666666666
2013-11-27,23,0.26849999999999996
2013-11-28,4,-0.04815
2013-11-29,13,0.15133846153846153
2013-11-30,25,0.142344
2013-12-01,1,0.6249
2013-12-02,17,0.3638823529411765
2013-12-03,27,0.3996259259259259
2013-12-04,9,0.0027333333333333346
2013-12-05,10,0.10039000000000001
2013-12-06,20,0.28289
2013-12-07,7,0.189
2013-12-08,5,0.6896
2013-12-09,20,0.29627
2013-12-10,29,0.27505517241379307
2013-12-11,13,0.22275384615384614
2013-12-12,12,0.2504166666666667
2013-12-13,15,-0.24246666666666666
2013-12-14,4,0.4439
2013-12-15,6,0.1910333333333333
2013-12-16,8,0.5538875
2013-12-17,15,0.053500000000000006
2013-12-18,11,0.34414545454545453
2013-12-19,27,0.3155148148148148
2013-12-20,17,0.007941176470588248
2013-12-21,13,0.6089153846153846
2013-12-22,11,-0.11937272727272727
2013-12-23,13,0.6038
2013-12-24,20,0.25739999999999996
2013-12-25,3,0.7218
2013-12-26,5,0.08002000000000001
2013-12-27,3,-0.046599999999999996
2013-12-28,9,0.6341333333333333
2013-12-29,1,-0.0516
2013-12-30,10,0.33744
2013-12-31,8,0.3814375
2014-01-01,1,0.0
2014-01-02,17,0.3004411764705882
2014-01-03,9,0.36095555555555553
2014-01-04,1,-0.25
2014-01-05,1,0.7346
2014-01-06,11,0.1909181818181818
2014-01-07,7,0.3675
2014-01-08,5,0.06322
2014-01-09,44,0.4371159090909091
2014-01-10,11,0.6342909090909091
2014-01-11,6,-0.16506666666666667
2014-01-12,9,0.40065555555555554
2014-01-13,26,0.4397846153846154
2014-01-14,16,0.6345
2014-01-15,38,0.4944578947368421
2014-01-16,14,0.41444285714285717
2014-01-17,5,0.27127999999999997
2014-01-18,14,0.5752642857142857
2014-01-20,21,0.4326238095238096
2014-01-22,6,0.4304666666666666
2014-01-23,4,0.746425
2014-01-24,7,0.3070428571428572
2014-01-25,3,0.7199666666666666
2014-01-26,3,0.34833333333333333
2014-01-27,8,0.28225
2014-01-28,9,0.28247777777777777
2014-01-29,20,0.18639999999999998
2014-01-30,20,0.15991
2014-01-31,22,0.24930454545454547
2014-02-01,2,0.4037
2014-02-02,4,0.667775
2014-02-03,10,-0.03375999999999999
2014-02-04,9,0.13495555555555555
2014-02-05,9,0.3150111111111111
2014-02-06,4,0.229225
2014-02-08,2,0.352
2014-02-10,12,0.21634166666666665
2014-02-11,1,0.7096
2014-02-12,10,0.398
2014-02-13,8,0.2062375
2014-02-14,27,0.5995074074074075
2014-02-15,8,0.1061625
2014-02-16,9,0.044277777777777784
2014-02-17,7,0.2611857142857143
2014-02-18,8,0.3344375
2014-02-19,32,0.11224375
2014-02-20,11,0.37227272727272726
2014-02-21,24,0.44252916666666664
2014-02-22,10,0.52611
2014-02-23,3,0.43113333333333337
2014-02-24,20,0.347895
2014-02-25,25,0.47212400000000004
2014-02-26,13,0.3708846153846154
2014-02-27,9,0.38454444444444447
2014-02-28,7,-0.07554285714285716
2014-03-01,5,0.23515999999999998
2014-03-02,9,0.24858888888888886
2014-03-03,54,0.0704425925925926
2014-03-04,15,0.30365333333333333
2014-03-05,8,0.5430125
2014-03-06,5,0.70672
2014-03-07,10,0.67067
2014-03-08,8,0.6166875
2014-03-09,2,0.487
2014-03-10,7,0.48787142857142857
2014-03-11,14,0.5000142857142856
2014-03-12,12,0.23146666666666668
2014-03-13,11,0.012281818181818182
2014-03-14,13,0.3362538461538461
2014-03-15,4,0.13749999999999998
2014-03-16,3,0.6681
2014-03-17,6,0.15753333333333333
2014-03-18,16,0.3981875
2014-03-19,15,0.5333
2014-03-20,18,0.07522777777777778
2014-03-21,6,-0.051883333333333344
2014-03-22,5,0.18144
2014-03-24,9,0.40166666666666667
2014-03-25,5,0.27666
2014-03-26,11,-0.02769090909090909
2014-03-27,40,0.49762500000000004
2014-03-28,23,0.48333478260869567
2014-03-29,10,0.19207000000000002
2014-03-30,17,0.30416470588235295
2014-03-31,16,0.1398625
2014-04-01,22,0.4827818181818182
2014-04-02,7,0.3596285714285714
2014-04-03,9,0.36795555555555554
2014-04-04,14,0.5571
2014-04-05,38,0.2915236842105263
2014-04-06,8,-0.0353125
2014-04-07,13,0.46190769230769235
2014-04-08,11,0.5279272727272727
2014-04-09,22,0.4617818181818182
2014-04-10,26,0.31027692307692306
2014-04-11,19,0.5090368421052631
2014-04-12,8,0.1638625
2014-04-14,18,0.3741111111111111
2014-04-15,21,0.24153809523809525
2014-04-16,15,0.52686
2014-04-17,20,0.352435
2014-04-18,26,0.31562307692307695
2014-04-19,31,0.5095677419354838
2014-04-20,21,0.21521428571428572
2014-04-21,20,0.52303
2014-04-22,30,0.44472666666666666
2014-04-23,35,0.47582857142857143
2014-04-24,24,0.36522916666666666
2014-04-25,17,0.26814705882352946
2014-04-27,3,0.8161999999999999
2014-04-28,8,0.54375
2014-04-29,16,0.17976875
2014-04-30,10,0.16282000000000002
2014-05-01,7,0.4724
2014-05-02,37,0.32956216216216216
2014-05-03,23,0.1776391304347826
2014-05-04,11,-0.19849090909090908
2014-05-05,35,0.4191485714285714
2014-05-06,9,0.28146666666666664
2014-05-07,9,0.2649
2014-05-08,12,0.20814999999999997
2014-05-09,21,0.36555714285714286
2014-05-10,5,-0.10922000000000001
2014-05-11,3,0.8807333333333333
2014-05-12,8,0.7272375
2014-05-13,12,0.49324999999999997
2014-05-14,5,0.48697999999999997
2014-05-15,7,0.6957285714285714
2014-05-16,7,0.7646
2014-05-17,11,0.3903272727272727
2014-05-18,11,0.4411545454545455
2014-05-19,17,0.2196764705882353
2014-05-20,13,0.4053615384615385
2014-05-21,6,0.7820999999999999
2014-05-22,10,0.61693
2014-05-23,18,0.12145
2014-05-24,1,0.0
2014-05-25,3,0.7988
2014-05-26,8,0.4222625
2014-05-27,19,0.23153684210526318
2014-05-28,9,0.4416777777777778
2014-05-29,4,-0.22094999999999998
2014-05-30,14,0.20436428571428572
2014-05-31,9,0.5757
2014-06-01,21,0.1287714285714286
2014-06-02,28,0.34780714285714287
2014-06-03,26,0.1560230769230769
2014-06-04,29,0.2936103448275862
2014-06-05,8,0.5013875
2014-06-06,4,0.26765
2014-06-07,4,0.15509999999999996
2014-06-08,25,0.33441200000000004
2014-06-09,12,0.504475
2014-06-10,25,0.370648
2014-06-11,29,0.20840689655172415
2014-06-12,18,0.12163888888888891
2014-06-13,44,0.3275863636363636
2014-06-14,21,0.6899
2014-06-15,58,0.3470189655172414
2014-06-16,49,0.31384693877551023
2014-06-17,88,0.37623522727272724
2014-06-18,19,0.5711684210526315
2014-06-19,39,0.29149230769230766
2014-06-20,18,0.5532166666666667
2014-06-21,20,0.465415
2014-06-22,29,0.3762379310344828
2014-06-23,28,0.32876428571428573
2014-06-24,21,0.2639238095238095
2014-06-25,6,0.6750166666666667
2014-06-26,35,0.3037942857142857
2014-06-27,11,0.18626363636363633
2014-06-29,21,0.3993904761904762
2014-06-30,12,0.48525
2014-07-01,18,0.49723333333333336
2014-07-02,16,0.36165
2014-07-03,10,0.70863
2014-07-04,5,0.07458000000000001
2014-07-05,8,0.11308750000000001
2014-07-06,3,-0.3341
2014-07-07,16,0.41531874999999996
2014-07-08,19,0.2507263157894737
2014-07-09,31,0.4433129032258064
2014-07-10,36,0.24229166666666668
2014-07-11,24,0.1936
2014-07-12,3,0.6325666666666666
2014-07-13,9,0.3260111111111111
2014-07-14,14,0.24054285714285714
2014-07-15,22,0.04053636363636364
2014-07-16,10,0.34054
2014-07-17,24,0.30927916666666666
2014-07-18,18,0.48558333333333337
2014-07-19,4,0.30065000000000003
2014-07-20,1,0.7717
2014-07-21,18,0.24205000000000002
2014-07-22,15,0.33858
2014-07-23,16,0.36119375
2014-07-24,20,0.4449850000000001
2014-07-25,10,0.46395
2014-07-26,4,0.49970000000000003
2014-07-28,14,0.07204999999999998
2014-07-29,36,0.33228611111111106
2014-07-30,18,0.3981166666666667
2014-07-31,26,0.2989307692307692
2014-08-01,14,0.2692928571428571
2014-08-02,16,-0.064275
2014-08-03,5,0.30456000000000005
2014-08-04,16,-0.27565
2014-08-05,24,0.22709583333333336
2014-08-06,9,0.2740888888888889
2014-08-07,10,0.14365
2014-08-08,15,-0.02252666666666667
2014-08-09,13,0.15504615384615386
2014-08-11,22,0.24463636363636362
2014-08-12,20,0.37686000000000003
2014-08-13,14,0.33314285714285713
2014-08-14,1,0.0
2014-08-15,1,0.0
2014-08-18,6,0.20804999999999998
2014-08-19,5,0.33118
2014-08-20,15,0.4141333333333333
2014-08-21,16,0.47003125
2014-08-22,15,0.19098666666666667
2014-08-23,13,0.10976153846153845
2014-08-24,1,0.0
2014-08-25,15,0.06340666666666667
2014-08-26,19,0.021363157894736837
2014-08-27,9,0.4731888888888889
2014-08-28,20,0.482155
2014-08-29,9,0.33433333333333337
2014-08-30,2,0.34685
2014-08-31,8,0.11742499999999997
2014-09-01,20,0.282935
2014-09-02,22,0.5795318181818182
2014-09-03,21,0.396152380952381
2014-09-04,13,0.2421923076923077
2014-09-05,12,0.3786083333333334
2014-09-06,32,0.3015375
2014-09-07,4,0.8543499999999999
2014-09-08,21,0.3497571428571429
2014-09-09,21,0.2568047619047619
2014-09-10,8,0.2740625
2014-09-11,25,0.29614799999999997
2014-09-12,10,-0.17803
2014-09-13,18,0.4408333333333333
2014-09-14,7,0.5047857142857143
2014-09-15,12,0.2872
2014-09-16,17,0.04222941176470588
2014-09-17,53,0.2349943396226415
2014-09-18,17,0.36276470588235293
2014-09-19,12,0.566825
2014-09-20,8,-0.2315375
2014-09-21,2,0.10909999999999999
2014-09-22,19,0.2670526315789474
2014-09-23,27,0.26584444444444444
2014-09-24,14,0.5563285714285714
2014-09-25,12,0.16959166666666667
2014-09-26,15,0.4578
2014-09-27,1,-0.7845
2014-09-28,6,0.32758333333333334
2014-09-29,33,0.37183636363636363
2014-09-30,14,0.11492857142857142
2014-10-01,34,0.17327352941176472
2014-10-02,11,0.18696363636363636
2014-10-03,18,0.2983222222222222
2014-10-04,5,-0.17268
2014-10-05,9,-0.22403333333333336
2014-10-06,17,0.17380588235294117
2014-10-07,22,0.20853181818181818
2014-10-08,19,0.01817368421052633
2014-10-09,32,0.23903125
2014-10-10,26,-0.10543846153846154
2014-10-11,39,0.20976153846153847
2014-10-12,2,-0.6726
2014-10-13,28,0.12384285714285714
2014-10-14,18,0.0986
2014-10-15,21,0.22317142857142858
2014-10-16,21,0.11616666666666665
2014-10-17,33,0.19005757575757576
2014-10-18,4,0.018000000000000002
2014-10-19,14,0.1811642857142857
2014-10-20,28,0.2789285714285714
2014-10-21,17,0.008658823529411774
2014-10-22,19,0.28964210526315787
2014-10-23,21,0.2623714285714286
2014-10-24,19,-0.07654736842105261
2014-10-25,2,0.6241
2014-10-26,8,0.2184375
2014-10-27,30,0.40518333333333334
2014-10-28,15,0.11357333333333332
2014-10-29,40,0.23695499999999997
2014-10-30,21,0.19631428571428572
2014-10-31,16,0.19208124999999998
2014-11-01,31,0.2404032258064516
2014-11-02,22,0.3574227272727273
2014-11-03,30,0.3049266666666667
2014-11-04,23,0.2952173913043478
2014-11-05,37,0.23936486486486488
2014-11-06,32,0.17463125
2014-11-07,40,0.44376499999999997
2014-11-08,5,-0.14006000000000002
2014-11-09,14,0.4245785714285714
2014-11-10,51,0.3853725490196078
2014-11-11,12,0.29428333333333334
2014-11-12,14,0.44985
2014-11-13,9,0.5133333333333333
2014-11-14,6,0.48651666666666665
2014-11-16,3,0.2796
2014-11-17,19,0.15699473684210527
2014-11-18,16,0.23161249999999997
2014-11-19,20,0.290805
2014-11-20,12,0.1804416666666667
2014-11-21,10,0.38271
2014-11-22,24,0.38897916666666665
2014-11-23,32,0.34935
2014-11-24,24,0.15625
2014-11-25,15,0.013893333333333343
2014-11-26,32,0.27230624999999997
2014-11-27,2,0.3153
2014-11-28,24,0.3442416666666666
2014-11-29,10,0.22339000000000003
2014-11-30,4,0.1573
2014-12-01,31,0.16855806451612904
2014-12-02,28,0.19165357142857142
2014-12-03,62,0.35004193548387097
2014-12-04,16,0.30919375
2014-12-05,4,0.30375
2014-12-06,7,0.24731428571428574
2014-12-07,2,0.4201
2014-12-08,32,0.112378125
2014-12-09,36,0.2782805555555556
2014-12-10,53,0.27600566037735846
2014-12-11,34,0.09558529411764705
2014-12-12,11,0.0874090909090909
2014-12-13,12,0.035316666666666656
2014-12-14,5,0.59182
2014-12-15,38,0.3204026315789474
2014-12-16,22,0.15458181818181818
2014-12-17,11,0.13345454545454546
2014-12-18,19,0.17245789473684212
2014-12-19,23,0.11437826086956522
2014-12-20,23,0.2655173913043478
2014-12-21,1,-0.5267
2014-12-22,19,0.4147
2014-12-23,10,0.04342000000000001
2014-12-24,46,0.2645065217391305
2014-12-25,1,0.9468
2014-12-26,28,0.453375
2014-12-27,5,0.6120599999999999
2014-12-28,5,0.43064
2014-12-29,44,0.337275
2014-12-30,17,0.24748823529411765
2014-12-31,14,0.24370714285714287
2015-01-01,22,0.46697727272727274
2015-01-02,35,0.36862857142857147
2015-01-03,24,0.2749916666666667
2015-01-04,48,0.18377708333333334
2015-01-05,160,0.32402000000000003
2015-01-06,118,0.30503305084745763
2015-01-07,32,0.10404062500000001
2015-01-08,52,0.08820576923076923
2015-01-09,64,0.4150828125
2015-01-10,15,0.03943333333333331
2015-01-12,29,0.07030689655172413
2015-01-13,41,0.20675853658536586
2015-01-14,10,0.08460000000000001
2015-01-15,34,0.4404294117647059
2015-01-16,7,0.18949999999999997
2015-01-17,23,0.4251173913043478
2015-01-18,8,0.3151875
2015-01-19,11,0.44011818181818185
2015-01-20,80,0.42303375
2015-01-21,30,0.15031
2015-01-22,13,0.3496230769230769
2015-01-23,17,0.3348294117647059
2015-01-24,15,0.36234
2015-01-25,39,0.323025641025641
2015-01-26,12,0.20731666666666668
2015-01-27,90,0.23798444444444447
2015-01-28,31,0.27642903225806453
2015-01-29,12,0.22721666666666665
2015-01-30,26,0.2694346153846154
2015-01-31,21,0.3840571428571429
2015-02-01,7,0.18219999999999997
2015-02-02,13,0.09534615384615383
2015-02-03,74,0.32625405405405405
2015-02-04,12,0.26167500000000005
2015-02-05,12,0.3584583333333333
2015-02-06,8,0.43505
2015-02-07,4,-0.31284999999999996
2015-02-08,4,0.023650000000000004
2015-02-09,25,0.314312
2015-02-10,88,0.311175
2015-02-11,18,0.2749166666666667
2015-02-12,11,0.5524727272727272
2015-02-13,19,0.20547894736842107
2015-02-14,24,0.30012500000000003
2015-02-15,12,0.3952583333333333
2015-02-16,12,0.31383333333333335
2015-02-17,14,0.6305214285714286
2015-02-18,15,0.4371
2015-02-19,13,0.2008076923076923
2015-02-20,15,0.34928000000000003
2015-02-21,6,0.16141666666666665
2015-02-22,7,0.3585285714285714
2015-02-23,25,0.13708
2015-02-24,9,0.19396666666666668
2015-02-25,11,0.14295454545454545
2015-02-26,2,0.0
2015-02-27,3,0.12040000000000001
2015-02-28,5,-0.13041999999999998
2015-03-01,3,0.07329999999999999
2015-03-02,7,0.1298857142857143
2015-03-03,6,0.5572333333333334
2015-03-04,10,0.44763000000000003
2015-03-05,19,0.30382105263157894
2015-03-06,20,0.36729
2015-03-07,1,0.4767
2015-03-08,3,0.5083333333333333
2015-03-09,16,0.50355625
2015-03-10,8,0.6589625
2015-03-11,24,0.36607083333333335
2015-03-12,20,0.14147500000000002
2015-03-13,7,0.06475714285714283
2015-03-14,3,0.5847666666666667
2015-03-16,14,0.5634928571428571
2015-03-17,12,0.2582
2015-03-18,15,0.4437
2015-03-19,17,0.3810058823529412
2015-03-20,11,0.6313363636363637
2015-03-23,27,0.48353703703703704
2015-03-24,64,0.277053125
2015-03-25,24,0.34388749999999996
2015-03-26,22,0.14733636363636363
2015-03-27,13,0.2851692307692308
2015-03-29,1,-0.8074
2015-03-30,16,0.11275625
2015-03-31,21,0.412152380952381
2015-04-01,67,0.3374059701492538
2015-04-02,13,0.44885384615384616
2015-04-03,4,-0.095175
2015-04-04,4,0.39192499999999997
2015-04-05,8,0.3212375
2015-04-06,20,0.213075
2015-04-07,23,0.35385217391304347
2015-04-08,19,0.31475263157894734
2015-04-09,18,0.4076
2015-04-10,10,0.35913
2015-04-11,44,0.44426136363636365
2015-04-12,102,0.21348627450980392
2015-04-13,29,0.19503103448275863
2015-04-14,11,0.13842727272727273
2015-04-15,27,0.3348481481481482
2015-04-16,44,0.21805681818181818
2015-04-17,33,0.26626969696969693
2015-04-18,11,0.12131818181818183
2015-04-19,56,0.31776428571428567
2015-04-20,34,0.3502735294117647
2015-04-21,34,0.19542352941176472
2015-04-22,37,0.278227027027027
2015-04-23,28,0.43057142857142855
2015-04-24,25,0.42164
2015-04-25,29,0.39883103448275864
2015-04-27,26,0.3181115384615385
2015-04-28,9,-0.11553333333333334
2015-04-29,11,0.3271363636363636
2015-04-30,21,0.29045238095238096
2015-05-01,41,0.2674682926829268
2015-05-02,21,0.4357142857142857
2015-05-03,14,0.0978
2015-05-04,22,0.3503545454545454
2015-05-05,33,0.2862757575757576
2015-05-06,36,0.28825833333333334
2015-05-07,10,0.26342
2015-05-08,15,0.28429333333333334
2015-05-09,18,0.41407777777777777
2015-05-10,10,0.32911999999999997
2015-05-11,21,0.18134285714285717
2015-05-12,23,0.13771739130434782
2015-05-13,24,0.12422500000000002
2015-05-14,11,0.3275272727272727
2015-05-15,16,0.28001875
2015-05-16,18,0.5041722222222222
2015-05-17,4,0.31545
2015-05-18,32,0.280078125
2015-05-19,27,0.3791296296296296
2015-05-20,37,0.2696756756756757
2015-05-21,60,0.291285
2015-05-22,14,0.37069285714285716
2015-05-23,31,0.22765806451612905
2015-05-24,7,0.41451428571428567
2015-05-25,11,0.3006272727272727
2015-05-26,29,0.4191448275862069
2015-05-27,33,0.4531090909090909
2015-05-28,45,0.25477555555555553
2015-05-29,14,0.2819357142857143
2015-05-30,3,-0.1677666666666667
2015-05-31,25,0.130072
2015-06-01,30,0.1732266666666667
2015-06-02,14,0.38525000000000004
2015-06-03,15,0.11311333333333334
2015-06-04,9,0.5970333333333334
2015-06-05,30,0.19163333333333335
2015-06-06,16,0.34325625
2015-06-07,17,0.33245294117647056
2015-06-08,3,0.16086666666666666
2015-06-09,9,0.41657777777777777
2015-06-10,1,0.0
2015-06-11,10,0.42885
2015-06-12,38,0.335628947368421
2015-06-13,8,0.365275
2015-06-14,13,0.5631461538461539
2015-06-15,16,0.2620125
2015-06-16,30,0.42657333333333336
2015-06-17,11,0.39337272727272726
2015-06-18,6,0.22455000000000003
2015-06-19,26,0.11713846153846154
2015-06-20,9,0.13578888888888888
2015-06-21,18,0.34347222222222223
2015-06-22,48,0.28373750000000003
2015-06-23,11,0.3467181818181818
2015-06-24,14,0.29519285714285715
2015-06-25,22,0.17171818181818183
2015-06-26,5,0.48182
2015-06-27,13,0.1774615384615385
2015-06-28,34,0.15766470588235296
2015-06-29,21,0.18595714285714285
2015-06-30,32,0.13599375
2015-07-01,12,-0.04997500000000001
2015-07-02,45,0.19558222222222227
2015-07-03,50,0.13184800000000002
2015-07-04,48,0.08381458333333335
2015-07-05,20,0.29644
2015-07-06,12,0.2875083333333333
2015-07-07,18,0.1953888888888889
2015-07-08,17,0.16364705882352942
2015-07-09,36,-4.166666666667441e-05
2015-07-10,11,0.14695454545454545
2015-07-11,26,0.17996923076923077
2015-07-12,6,0.07598333333333336
2015-07-13,21,0.037190476190476184
2015-07-14,17,0.31331764705882353
2015-07-15,12,0.08988333333333336
2015-07-16,38,0.05036842105263157
2015-07-17,15,0.06364666666666667
2015-07-18,32,0.114440625
2015-07-19,11,0.1547909090909091
2015-07-20,33,0.11020909090909091
2015-07-21,57,0.12244210526315791
2015-07-22,26,0.2273
2015-07-23,36,0.20144444444444443
2015-07-24,28,0.21988928571428573
2015-07-25,21,0.09638095238095239
2015-07-26,36,0.1278388888888889
2015-07-27,40,0.2650375
2015-07-28,23,0.20320434782608696
2015-07-29,20,0.092575
2015-07-30,14,0.2588428571428571
2015-07-31,8,0.1876625
2015-08-01,1,0.0
2015-08-02,2,0.41125
2015-08-03,41,0.25247317073170733
2015-08-04,20,0.349955
2015-08-05,19,0.1775
2015-08-06,18,0.11528888888888887
2015-08-07,41,0.19702682926829265
2015-08-08,9,0.16275555555555554
2015-08-09,12,0.3185
2015-08-10,10,0.49884000000000006
2015-08-11,14,0.07432857142857142
2015-08-12,2,0.0
2015-08-13,4,0.037174999999999986
2015-08-14,1,0.802
2015-08-15,5,0.6156200000000001
2015-08-17,14,0.31215
2015-08-18,11,0.2498181818181818
2015-08-19,5,0.60234
2015-08-20,8,0.6239125
2015-08-21,14,0.1385357142857143
2015-08-22,13,0.16319999999999998
2015-08-23,2,0.18184999999999998
2015-08-24,11,0.11280000000000001
2015-08-25,36,0.16154444444444443
2015-08-26,5,0.68438
2015-08-27,4,0.492675
2015-08-28,17,0.3789176470588235
2015-08-29,4,0.32532500000000003
2015-08-30,3,0.4968333333333333
2015-08-31,8,0.4128875
2015-09-01,14,0.0765
2015-09-02,17,0.12709411764705883
2015-09-03,6,0.05366666666666667
2015-09-04,8,0.4014875
2015-09-05,11,0.013163636363636348
2015-09-06,9,0.09428888888888887
2015-09-07,27,0.16515925925925928
2015-09-08,12,0.34368333333333334
2015-09-09,7,-0.1257142857142857
2015-09-10,6,0.31375000000000003
2015-09-11,12,0.4418666666666667
2015-09-12,43,0.40965116279069763
2015-09-13,1,-0.1531
2015-09-14,9,0.38176666666666664
2015-09-15,12,0.41809999999999997
2015-09-16,11,0.5029272727272727
2015-09-17,9,0.3572333333333333
2015-09-18,5,0.28944000000000003
2015-09-19,7,-0.0914142857142857
2015-09-20,5,0.61226
2015-09-21,43,0.12222325581395349
2015-09-22,39,0.015312820512820517
2015-09-23,12,0.11999166666666668
2015-09-24,12,-0.04920833333333333
2015-09-25,16,-0.019912499999999986
2015-09-26,15,0.27266
2015-09-28,24,0.204425
2015-09-29,6,0.17701666666666668
2015-09-30,11,0.16636363636363638
2015-10-01,22,0.20894545454545455
2015-10-02,13,0.45833076923076926
2015-10-03,23,0.3657913043478261
2015-10-04,29,0.20995862068965518
2015-10-05,8,0.3929875
2015-10-06,40,0.23729
2015-10-07,23,0.2384304347826087
2015-10-08,26,0.36076153846153847
2015-10-09,23,0.4557478260869566
2015-10-10,22,0.4322545454545455
2015-10-11,1,0.4939
2015-10-12,12,0.4386333333333334
2015-10-13,30,0.20145
2015-10-14,79,0.1647151898734177
2015-10-15,14,0.3714214285714285
2015-10-16,25,0.21955199999999997
2015-10-17,16,0.4666375
2015-10-18,62,0.18736451612903227
2015-10-19,18,0.10274444444444443
2015-10-20,12,0.30622499999999997
2015-10-21,31,0.38159677419354837
2015-10-22,10,0.32376
2015-10-23,4,0.22387500000000002
2015-10-24,18,0.2933555555555556
2015-10-25,47,0.24057872340425532
2015-10-26,12,0.12980833333333333
2015-10-27,18,0.33992777777777783
2015-10-28,24,0.3337625
2015-10-29,55,0.5181690909090909
2015-10-30,13,0.3778307692307692
2015-10-31,57,0.25560175438596494
2015-11-01,13,-0.025130769230769217
2015-11-02,22,0.3296818181818182
2015-11-03,21,0.25725238095238095
2015-11-04,22,0.3332045454545454
2015-11-05,11,-0.12714545454545456
2015-11-06,37,0.14187297297297297
2015-11-07,26,0.29168076923076924
2015-11-08,35,0.41975999999999997
2015-11-09,5,0.50964
2015-11-10,28,0.252125
2015-11-11,11,0.4130181818181818
2015-11-12,23,-0.11439565217391304
2015-11-13,14,0.06990714285714285
2015-11-14,10,0.12081
2015-11-15,22,0.0025409090909090937
2015-11-16,22,0.1951272727272727
2015-11-17,15,0.19047999999999998
2015-11-18,7,0.2870142857142857
2015-11-19,8,0.2163625
2015-11-20,27,-0.033511111111111117
2015-11-21,51,0.3502137254901961
2015-11-22,22,0.17652727272727273
2015-11-23,12,-0.06254166666666668
2015-11-24,18,0.36296666666666666
2015-11-25,16,0.19486875
2015-11-26,15,0.16857333333333333
2015-11-27,10,0.03705000000000001
2015-11-28,11,0.33696363636363635
2015-11-29,15,0.14378666666666667
2015-11-30,21,0.3024523809523809
2015-12-01,19,0.2346684210526316
2015-12-02,22,0.09325909090909092
2015-12-03,27,0.41215555555555555
2015-12-04,21,0.2347904761904762
2015-12-05,16,0.5499
2015-12-06,26,0.11385769230769231
2015-12-07,36,0.04481666666666668
2015-12-08,19,0.3663578947368421
2015-12-09,24,-0.04262916666666666
2015-12-10,26,0.20920769230769232
2015-12-11,21,0.39053333333333334
2015-12-12,22,0.3197318181818182
2015-12-13,35,0.15246
2015-12-14,13,0.21783076923076922
2015-12-15,26,0.1747923076923077
2015-12-16,24,0.338
2015-12-17,7,-0.057685714285714285
2015-12-18,11,-0.22460000000000002
2015-12-19,9,0.0968
2015-12-20,14,-0.09345714285714284
2015-12-21,21,0.13363809523809525
