Date,number_of_tweets,avg_vader_sentiment,avg_finbert_sentiment
2012-08-06,11,0.01780909090909092,0.20017539913004095
2012-08-07,20,-0.041255,-0.09749813973903657
2012-08-08,15,-0.2561466666666667,-0.10422414541244507
2012-08-09,20,0.118165,0.11648743152618408
2012-08-10,17,0.06508235294117648,-0.05835157983443316
2012-08-13,8,0.043500000000000004,-0.3582557365298271
2012-08-14,12,0.30906666666666666,0.24276596307754517
2012-08-15,16,0.022456249999999997,-0.0239376500248909
2012-08-16,22,0.0702772727272727,0.10198395902460272
2012-08-17,19,0.2530631578947369,0.11777168826053017
2012-08-20,3,0.5479666666666666,0.9703188339869181
2012-08-21,21,0.09333809523809525,0.10895935694376628
2012-08-22,15,0.23278,0.08187143405278524
2012-08-23,19,0.20179473684210528,0.20871994369908384
2012-08-24,19,0.043547368421052626,0.18205071750440097
2012-08-27,9,0.015533333333333336,-0.12205599413977729
2012-08-28,22,0.028122727272727275,0.011151405898007479
2012-08-29,13,0.09433846153846154,-0.25441847856228167
2012-08-30,16,-0.13914375,-0.0842282585799694
2012-08-31,12,0.1898416666666667,0.10142745077610016
2012-09-01,3,0.6187666666666667,0.3333330551783244
2012-09-02,4,0.14282499999999998,-0.1951136738061905
2012-09-04,9,-0.01111111111111112,-0.09157312578625149
2012-09-05,21,0.04631428571428572,0.042216249874659946
2012-09-06,14,0.1359857142857143,0.0714250121797834
2012-09-07,14,-0.24855714285714287,-0.14240662966455733
2012-09-10,2,0.23835,0.0
2012-09-11,20,0.06414500000000001,0.011894920468330383
2012-09-12,21,-0.2260285714285714,-0.22553685449418567
2012-09-13,25,-0.04006400000000001,-0.10846441984176636
2012-09-14,19,0.0018473684210526268,0.013394158137472053
2012-09-17,17,0.0037647058823529365,0.016300892128663903
2012-09-18,20,-0.05756999999999999,-0.1304799199104309
2012-09-19,19,-0.006652631578947372,-0.10397460586146305
2012-09-20,12,0.40995,0.044663459062576294
2012-09-21,12,0.12419166666666666,0.009342625737190247
2012-09-24,14,0.17719285714285715,0.18946670208658492
2012-09-25,29,0.007162068965517234,-0.06970744091888954
2012-09-26,20,0.17943,0.31341180503368377
2012-09-27,26,0.12648846153846155,0.14241895423485681
2012-09-28,20,0.396515,0.3421394109725952
2012-10-01,9,0.11374444444444445,-0.29589428504308063
2012-10-02,23,0.08619130434782608,0.012927596983702286
2012-10-03,25,0.11776,0.22693561553955077
2012-10-04,20,0.36091,0.42974643409252167
2012-10-05,8,0.527225,0.3693922609090805
2012-10-08,10,0.06126,-0.07608047723770142
2012-10-09,21,0.07738095238095238,0.06465237197421846
2012-10-10,23,0.2018304347826087,-0.05600289158199145
2012-10-11,21,-0.03769523809523809,0.00042020706903366813
2012-10-12,27,0.30224814814814815,0.31110267948221276
2012-10-13,9,0.2525222222222222,0.07408312956492107
2012-10-14,9,0.049044444444444425,-0.14079499244689941
2012-10-15,18,0.3125555555555556,0.30848101443714565
2012-10-16,35,0.11432857142857143,0.16133777584348405
2012-10-17,63,-0.014626984126984127,0.13689826689069234
2012-10-18,38,0.11979473684210526,0.11137967831210087
2012-10-19,45,0.06506222222222222,0.06623801390329996
2012-10-21,6,0.07465,0.1668590009212494
2012-10-22,24,0.007433333333333324,0.01917940378189087
2012-10-23,33,-0.04569393939393939,0.06640310720963911
2012-10-24,18,0.36069999999999997,0.12119019693798488
2012-10-25,26,0.3236461538461538,0.17078966131577125
2012-10-26,51,0.1775019607843137,0.028627160717459285
2012-10-27,6,-0.02921666666666668,0.21269393960634866
2012-10-28,6,-0.4719333333333333,-0.6126380463441213
2012-10-29,10,0.03650999999999999,-0.09988949298858643
2012-10-30,29,0.2516448275862069,-0.053389516370049836
2012-10-31,29,0.3640275862068965,0.17784853844807066
2012-11-01,13,-0.06108461538461539,-0.36687524502093977
2012-11-02,38,0.021276315789473685,-0.03157287679220501
2012-11-03,2,0.384,0.0
2012-11-04,8,-0.1439,-0.24964544922113419
2012-11-05,40,0.09744250000000002,0.09970995485782623
2012-11-06,39,0.05313076923076924,-0.23594734149101454
2012-11-07,36,0.05084444444444444,0.017525073554780748
2012-11-08,20,0.21753999999999998,-0.07127614021301269
2012-11-09,20,0.06304499999999999,0.06594104766845703
2012-11-10,10,0.34572,-0.054234516620635984
2012-11-11,2,0.17809999999999998,0.0
